	description	name
792	"Buzzwole is a Bug/Fighting type Pokémon introduced in Generation 7. It is known as the Swollen Pokémon.
Buzzwole is an Ultra Beast, also known by the code name UB-02 Absorption."	Buzzwole
793	"Pheromosa is a Bug/Fighting type Pokémon introduced in Generation 7. It is known as the Lissome Pokémon.
Pheromosa is an Ultra Beast, also known by the code name UB-02 Beauty."	Pheromosa
794	"Xurkitree is an Electric type Pokémon introduced in Generation 7. It is known as the Glowing Pokémon.
Xurkitree is an Ultra Beast, also known by the code name UB-03 Lighting."	Xurkitree
795	"Celesteela is a Steel/Flying type Pokémon introduced in Generation 7. It is known as the Launch Pokémon.
Celesteela is an Ultra Beast, also known by the code name UB-04 Blaster."	Celesteela
796	"Kartana is a Grass/Steel type Pokémon introduced in Generation 7. It is known as the Drawn Sword Pokémon.
Kartana is an Ultra Beast, also known by the code name UB-04 Blade."	Kartana
797	"Guzzlord is a Dark/Dragon type Pokémon introduced in Generation 7. It is known as the Junkivore Pokémon.
Guzzlord is an Ultra Beast, also known by the code name UB-05 Glutton."	Guzzlord
798	Necrozma is a Psychic type Pokémon introduced in Generation 7. It is known as the Prism Pokémon.	Necrozma
799	"Magearna is a Steel/Fairy type Pokémon introduced in Generation 7. It is known as the Artificial Pokémon.
Magearna is a Mythical Pokémon that was created by a scientist of uncommon genius 500 years ago. Magearna has the power to perceive the emotions, thoughts, and feelings of other Pokémon. If a Pokémon is injured, Magearna will feel the other’s pain and suffering and will try as hard as it can to save that Pokémon.
Magearna's real body is the spherical construction in its chest called the Soul-Heart, created by a scientist who gathered the life energy from Pokémon.
Magearna is obtainable in Sun/Moon by scanning a special QR code."	Magearna
800	Marshadow is a Fighting/Ghost type Pokémon introduced in Generation 7. It is known as the Gloomdweller Pokémon.	Marshadow
801	"Poipole is a Poison type Pokémon introduced in Generation 7. It is known as the Poison Pin Pokémon.
Poipole is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Adhesive.
Poipole displays many emotions, and it’s said to be able to understand human speech if it spends enough time together with them. Their large heads are filled with venom, and they fire this venom from the poisonous needles on top of them."	Poipole
802	"Naganadel is a Poison/Dragon type Pokémon introduced in Generation 7. It is known as the Poison Pin Pokémon.
Naganadel is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon."	Naganadel
803	"Stakataka is a Rock/Steel type Pokémon introduced in Generation 7. It is known as the Rampart Pokémon.
Stakataka is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Assembly.
While Stakataka may appear to be made up of stones stacked atop one another, apparently each ""stone"" is in fact a separate life-form, and this UB is made up of an assemblage of these life-forms.
When confronting another, or when feeling particularly enraged, the eyes on each of these stones begin to glow red."	Stakataka
804	"Blacephalon is a Fire/Ghost type Pokémon introduced in Generation 7. It is known as the Fireworks Pokémon.
Blacephalon is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Burst.
Blacephalon tricks targets into letting their guard down as it draws near with its funny gait. Its head is made up of collection of curious sparks, and it appears to have the wondrous ability to freely remove its own head and make it explode."	Blacephalon
805	"Zeraora is an Electric type Pokémon introduced in Generation 7. It is known as the Thunderclap Pokémon.
Zeraora is mythical Pokémon introduced in Pokémon Ultra Sun & Ultra Moon.
This Pokémon creates a powerful magnetic field by emitting strong electric currents from the pads on its hands and feet. Unlike most Electric-type Pokémon, Zeraora doesn’t have an organ within its body that can produce electricity. However, it is able to gather and store electricity from outside sources, then use it as its own electric energy."	Zeraora
